show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description
s238,TV Show,Netflix_Title_238,Christopher Nolan,Actor B,UK,2010.0,TV-14,90 min,Horror,Description of Netflix show 238
s239,Movie,Netflix_Title_239,Rajkumar Hirani,Actor A,,2015.0,PG,,Action,Description of Netflix show 239
s240,TV Show,Netflix_Title_240,,Actor C,India,1995.0,TV-14,90 min,Thriller,Description of Netflix show 240
s241,Movie,Netflix_Title_241,Rajkumar Hirani,Actor D,Germany,2000.0,PG-13,2 Seasons,Action,Description of Netflix show 241
s242,TV Show,Netflix_Title_242,,Actor D,Germany,2023.0,R,90 min,Comedy,Description of Netflix show 242
s243,TV Show,Netflix_Title_243,,Actor D,Germany,1990.0,TV-MA,90 min,Drama,Description of Netflix show 243
s244,Movie,Netflix_Title_244,,Actor A,,1995.0,TV-MA,120 min,Comedy,Description of Netflix show 244
s245,TV Show,Netflix_Title_245,Christopher Nolan,Actor B,Germany,2023.0,R,100 min,Sci-Fi,Description of Netflix show 245
s246,TV Show,Netflix_Title_246,,,,2000.0,R,120 min,Action,Description of Netflix show 246
s247,Movie,Netflix_Title_247,Unknown,Actor A,UK,2000.0,PG,80 min,Horror,
s248,Movie,Netflix_Title_248,Rajkumar Hirani,Actor C,Spain,2020.0,PG,100 min,Comedy,Description of Netflix show 248
s249,TV Show,Netflix_Title_249,Rajkumar Hirani,Actor D,Germany,inf,PG,100 min,,Description of Netflix show 249
s250,TV Show,Netflix_Title_250,Christopher Nolan,Actor A,,2000.0,PG,90 min,Drama,Description of Netflix show 250
s251,Movie,Netflix_Title_251,Alex Pina,Actor D,Germany,2020.0,R,3 Seasons,Sci-Fi,Description of Netflix show 251
s252,,Netflix_Title_252,Christopher Nolan,Actor C,UK,1995.0,G,90 min,Comedy,Description of Netflix show 252
s253,Movie,Netflix_Title_253,Christopher Nolan,Actor A,UK,2005.0,R,100 min,Drama,Description of Netflix show 253
s254,,Netflix_Title_254,Christopher Nolan,Actor D,India,2005.0,TV-14,80 min,Drama,Description of Netflix show 254
s255,TV Show,Netflix_Title_255,Unknown,Actor A,India,2023.0,TV-MA,3 Seasons,Drama,Description of Netflix show 255
s256,TV Show,Netflix_Title_256,Alex Pina,Actor C,Spain,2015.0,TV-14,4 Seasons,Action,Description of Netflix show 256
s257,TV Show,Netflix_Title_257,,Actor D,United States,2005.0,PG-13,,Sci-Fi,Description of Netflix show 257
s258,TV Show,Netflix_Title_258,Rajkumar Hirani,Actor C,Canada,1990.0,TV-14,,Comedy,Description of Netflix show 258
s259,Movie,Netflix_Title_259,Unknown,Actor C,UK,2005.0,TV-14,120 min,Thriller,Description of Netflix show 259
s260,TV Show,Netflix_Title_260,Christopher Nolan,Actor A,Spain,inf,TV-MA,100 min,Drama,Description of Netflix show 260
s261,TV Show,Netflix_Title_261,Alex Pina,Actor B,United States,2010.0,TV-MA,2 Seasons,Action,
s262,TV Show,Netflix_Title_262,,Actor C,,2020.0,TV-14,3 Seasons,Horror,Description of Netflix show 262
s263,TV Show,Netflix_Title_263,,Actor B,Germany,2005.0,,4 Seasons,Sci-Fi,Description of Netflix show 263
s264,TV Show,Netflix_Title_264,Christopher Nolan,Actor D,,2010.0,PG-13,90 min,Drama,
s265,TV Show,Netflix_Title_265,Rajkumar Hirani,Actor D,United States,2000.0,TV-MA,100 min,Sci-Fi,Description of Netflix show 265
s266,Movie,Netflix_Title_266,Rajkumar Hirani,Actor A,India,2023.0,PG-13,3 Seasons,Comedy,Description of Netflix show 266
s267,TV Show,Netflix_Title_267,Christopher Nolan,,United States,2005.0,TV-MA,90 min,Comedy,Description of Netflix show 267
s268,Movie,Netflix_Title_268,Christopher Nolan,Actor B,UK,1990.0,PG-13,120 min,Thriller,Description of Netflix show 268
s269,Movie,Netflix_Title_269,Alex Pina,,United States,2015.0,PG-13,3 Seasons,Comedy,
s270,Movie,Netflix_Title_270,Christopher Nolan,Actor C,,1995.0,R,2 Seasons,Action,Description of Netflix show 270
s271,Movie,Netflix_Title_271,Rajkumar Hirani,Actor D,Spain,2020.0,TV-14,90 min,Romance,Description of Netflix show 271
s272,Movie,Netflix_Title_272,Unknown,Actor C,Spain,1990.0,TV-MA,120 min,Romance,Description of Netflix show 272
s273,TV Show,Netflix_Title_273,Rajkumar Hirani,Actor C,United States,2015.0,R,,Thriller,Description of Netflix show 273
s274,Movie,Netflix_Title_274,Rajkumar Hirani,Actor B,Germany,2010.0,R,90 min,Drama,Description of Netflix show 274
s275,,Netflix_Title_275,Alex Pina,Actor A,India,inf,TV-MA,90 min,Drama,Description of Netflix show 275
s276,TV Show,Netflix_Title_276,Rajkumar Hirani,Actor B,India,1995.0,R,100 min,Comedy,Description of Netflix show 276
s277,Movie,Netflix_Title_277,Unknown,Actor A,,2015.0,PG,3 Seasons,Sci-Fi,Description of Netflix show 277
s278,Movie,Netflix_Title_278,Alex Pina,Actor A,,1995.0,PG,4 Seasons,Drama,Description of Netflix show 278
s279,Movie,Netflix_Title_279,Unknown,Actor B,United States,2000.0,PG-13,3 Seasons,Drama,Description of Netflix show 279
s280,TV Show,Netflix_Title_280,Rajkumar Hirani,Actor A,Canada,inf,TV-14,120 min,,Description of Netflix show 280
s281,TV Show,Netflix_Title_281,Rajkumar Hirani,Actor D,,2023.0,R,90 min,Thriller,Description of Netflix show 281
s282,TV Show,Netflix_Title_282,Christopher Nolan,Actor A,Spain,2000.0,TV-MA,2 Seasons,Horror,Description of Netflix show 282
s283,TV Show,Netflix_Title_283,,Actor A,UK,2023.0,PG,120 min,Romance,Description of Netflix show 283
s284,Movie,Netflix_Title_284,Unknown,Actor D,UK,1990.0,PG-13,100 min,Sci-Fi,Description of Netflix show 284
s285,Movie,Netflix_Title_285,,,UK,2010.0,,90 min,Thriller,Description of Netflix show 285
s286,TV Show,Netflix_Title_286,Christopher Nolan,Actor B,Spain,1995.0,R,2 Seasons,Comedy,Description of Netflix show 286
s287,TV Show,Netflix_Title_287,,Actor A,Germany,inf,,100 min,,Description of Netflix show 287
s288,TV Show,Netflix_Title_288,,,Germany,2015.0,PG-13,120 min,Thriller,Description of Netflix show 288
s289,TV Show,Netflix_Title_289,Rajkumar Hirani,Actor D,Canada,2015.0,,120 min,Action,Description of Netflix show 289
s290,TV Show,Netflix_Title_290,Rajkumar Hirani,Actor B,India,2005.0,PG-13,2 Seasons,Drama,Description of Netflix show 290
s291,TV Show,Netflix_Title_291,Alex Pina,Actor C,UK,2023.0,TV-MA,80 min,Drama,Description of Netflix show 291
s292,TV Show,Netflix_Title_292,Christopher Nolan,Actor C,Canada,2010.0,,120 min,Action,Description of Netflix show 292
s293,TV Show,Netflix_Title_293,Alex Pina,Actor B,Canada,1990.0,TV-14,,Drama,Description of Netflix show 293
s294,Movie,Netflix_Title_294,Christopher Nolan,Actor D,Canada,2000.0,TV-14,90 min,Comedy,Description of Netflix show 294
s295,Movie,Netflix_Title_295,,Actor D,Canada,2010.0,PG-13,4 Seasons,Comedy,Description of Netflix show 295
s296,Movie,Netflix_Title_296,Alex Pina,,Spain,1990.0,TV-14,90 min,Comedy,Description of Netflix show 296
s297,Movie,Netflix_Title_297,,Actor B,Germany,2005.0,PG-13,120 min,Comedy,Description of Netflix show 297
s298,Movie,Netflix_Title_298,Unknown,,UK,2000.0,TV-MA,120 min,Horror,Description of Netflix show 298
s299,,Netflix_Title_299,Alex Pina,Actor C,UK,1990.0,TV-14,90 min,Sci-Fi,Description of Netflix show 299
s300,Movie,Netflix_Title_300,,Actor C,,2015.0,PG-13,2 Seasons,Sci-Fi,Description of Netflix show 300
s301,TV Show,Netflix_Title_301,Christopher Nolan,Actor D,,2020.0,TV-14,4 Seasons,Sci-Fi,Description of Netflix show 301
s302,TV Show,Netflix_Title_302,Unknown,Actor D,Germany,2023.0,PG,90 min,Drama,Description of Netflix show 302
s303,TV Show,Netflix_Title_303,Unknown,Actor B,Spain,2023.0,PG,120 min,Drama,
s304,TV Show,Netflix_Title_304,Alex Pina,Actor C,Canada,1995.0,PG,120 min,,Description of Netflix show 304
s305,Movie,Netflix_Title_305,Christopher Nolan,Actor D,India,2023.0,R,3 Seasons,Comedy,Description of Netflix show 305
s306,Movie,Netflix_Title_306,Alex Pina,Actor D,UK,2015.0,TV-MA,120 min,Drama,
s307,Movie,Netflix_Title_307,Alex Pina,,United States,2015.0,PG,80 min,Drama,Description of Netflix show 307
s308,Movie,Netflix_Title_308,Unknown,,Germany,2015.0,PG,100 min,Horror,Description of Netflix show 308
s309,TV Show,Netflix_Title_309,Rajkumar Hirani,Actor A,Germany,,PG-13,3 Seasons,Comedy,Description of Netflix show 309
s310,Movie,,Rajkumar Hirani,Actor B,Spain,2000.0,,120 min,Comedy,
s311,TV Show,Netflix_Title_311,Rajkumar Hirani,Actor D,Canada,2020.0,G,2 Seasons,Action,Description of Netflix show 311
s312,TV Show,Netflix_Title_312,Unknown,Actor D,Germany,2010.0,R,4 Seasons,Comedy,
s313,Movie,,,Actor C,Spain,2023.0,PG-13,80 min,Action,Description of Netflix show 313
s314,Movie,Netflix_Title_314,Christopher Nolan,Actor D,Spain,2000.0,R,90 min,Sci-Fi,Description of Netflix show 314
s315,Movie,Netflix_Title_315,Unknown,Actor B,United States,1990.0,,90 min,Horror,Description of Netflix show 315
s316,TV Show,Netflix_Title_316,Rajkumar Hirani,Actor B,India,1990.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 316
s317,TV Show,Netflix_Title_317,Christopher Nolan,Actor C,United States,2023.0,TV-14,2 Seasons,,Description of Netflix show 317
s318,Movie,Netflix_Title_318,Christopher Nolan,Actor B,Germany,2015.0,R,100 min,Sci-Fi,Description of Netflix show 318
s319,Movie,Netflix_Title_319,,Actor C,Germany,2020.0,G,4 Seasons,Thriller,Description of Netflix show 319
s320,TV Show,Netflix_Title_320,,Actor D,UK,2010.0,,4 Seasons,Action,Description of Netflix show 320
,Movie,Netflix_Title_321,Rajkumar Hirani,Actor B,Germany,2015.0,TV-MA,90 min,,Description of Netflix show 321
s322,TV Show,Netflix_Title_322,,Actor C,United States,2005.0,G,120 min,Thriller,Description of Netflix show 322
s323,Movie,,Unknown,,UK,2020.0,R,,Thriller,Description of Netflix show 323
s324,Movie,Netflix_Title_324,Alex Pina,Actor B,Germany,2020.0,,80 min,Horror,Description of Netflix show 324
,TV Show,Netflix_Title_325,Alex Pina,Actor A,United States,2020.0,TV-14,80 min,,
s326,TV Show,Netflix_Title_326,Unknown,Actor D,United States,inf,PG-13,100 min,Sci-Fi,Description of Netflix show 326
s327,Movie,Netflix_Title_327,Christopher Nolan,Actor C,India,2020.0,TV-14,4 Seasons,Comedy,Description of Netflix show 327
s328,TV Show,Netflix_Title_328,Christopher Nolan,Actor A,UK,inf,TV-MA,100 min,Action,Description of Netflix show 328
,TV Show,Netflix_Title_329,Rajkumar Hirani,,,2015.0,R,80 min,,Description of Netflix show 329
s330,TV Show,Netflix_Title_330,Christopher Nolan,Actor B,,2015.0,R,2 Seasons,Sci-Fi,Description of Netflix show 330
s331,Movie,Netflix_Title_331,Unknown,,UK,2015.0,TV-MA,100 min,Horror,Description of Netflix show 331
s332,TV Show,Netflix_Title_332,Alex Pina,Actor B,India,2005.0,PG-13,90 min,Sci-Fi,Description of Netflix show 332
s333,Movie,Netflix_Title_333,Rajkumar Hirani,Actor A,Germany,1990.0,TV-MA,80 min,Drama,Description of Netflix show 333
s334,TV Show,,Unknown,Actor B,India,2020.0,TV-14,4 Seasons,Sci-Fi,Description of Netflix show 334
s335,TV Show,Netflix_Title_335,Christopher Nolan,Actor B,UK,2020.0,R,80 min,,Description of Netflix show 335
s336,Movie,Netflix_Title_336,Rajkumar Hirani,Actor D,United States,1990.0,TV-MA,120 min,Comedy,Description of Netflix show 336
s337,Movie,Netflix_Title_337,Rajkumar Hirani,Actor A,UK,1995.0,PG,120 min,Thriller,Description of Netflix show 337
s338,TV Show,Netflix_Title_338,Christopher Nolan,Actor B,Canada,2015.0,TV-14,80 min,Thriller,Description of Netflix show 338
s339,TV Show,Netflix_Title_339,Christopher Nolan,Actor D,Spain,2010.0,TV-14,90 min,Drama,Description of Netflix show 339
s340,TV Show,Netflix_Title_340,,Actor C,United States,2000.0,PG-13,4 Seasons,Comedy,Description of Netflix show 340
s341,TV Show,Netflix_Title_341,Christopher Nolan,Actor A,Spain,1990.0,R,80 min,Action,Description of Netflix show 341
s342,,Netflix_Title_342,Unknown,Actor A,Canada,2015.0,G,4 Seasons,,Description of Netflix show 342
s343,TV Show,Netflix_Title_343,Christopher Nolan,Actor D,United States,1990.0,TV-14,90 min,Sci-Fi,Description of Netflix show 343
s344,TV Show,Netflix_Title_344,Christopher Nolan,,United States,2000.0,TV-MA,,Drama,Description of Netflix show 344
s345,Movie,Netflix_Title_345,Alex Pina,Actor D,UK,2010.0,PG,120 min,Drama,Description of Netflix show 345
s346,TV Show,Netflix_Title_346,,Actor D,Germany,1995.0,PG-13,120 min,,Description of Netflix show 346
s347,TV Show,Netflix_Title_347,,Actor D,United States,2010.0,TV-MA,80 min,Romance,Description of Netflix show 347
s348,TV Show,Netflix_Title_348,Rajkumar Hirani,Actor D,,1990.0,TV-MA,80 min,Action,Description of Netflix show 348
s349,TV Show,Netflix_Title_349,Christopher Nolan,Actor A,Germany,1995.0,TV-14,90 min,Thriller,Description of Netflix show 349
s350,Movie,Netflix_Title_350,Unknown,Actor B,Germany,,PG,90 min,Comedy,Description of Netflix show 350
s351,TV Show,Netflix_Title_351,Unknown,Actor D,Canada,2015.0,PG,120 min,Sci-Fi,Description of Netflix show 351
s352,TV Show,Netflix_Title_352,,Actor D,,2015.0,PG,2 Seasons,,Description of Netflix show 352
s353,Movie,Netflix_Title_353,Unknown,Actor D,United States,2005.0,G,3 Seasons,Horror,Description of Netflix show 353
s354,Movie,Netflix_Title_354,Unknown,Actor A,India,2020.0,PG-13,120 min,Comedy,Description of Netflix show 354
s355,TV Show,Netflix_Title_355,,,India,2023.0,TV-MA,100 min,Action,Description of Netflix show 355
s356,Movie,Netflix_Title_356,Alex Pina,,Spain,,TV-14,80 min,Sci-Fi,Description of Netflix show 356
s357,TV Show,Netflix_Title_357,Alex Pina,Actor A,United States,2010.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 357
s358,Movie,Netflix_Title_358,Alex Pina,Actor A,United States,2020.0,TV-14,120 min,,Description of Netflix show 358
s359,TV Show,Netflix_Title_359,Unknown,Actor B,India,2020.0,PG-13,100 min,Comedy,
s360,,Netflix_Title_360,Unknown,Actor D,,inf,TV-MA,80 min,Thriller,Description of Netflix show 360
s361,Movie,Netflix_Title_361,Alex Pina,Actor D,,2000.0,TV-14,90 min,Romance,Description of Netflix show 361
s362,Movie,Netflix_Title_362,Unknown,Actor C,UK,2015.0,TV-14,2 Seasons,Drama,Description of Netflix show 362
s363,TV Show,Netflix_Title_363,Alex Pina,Actor A,United States,1990.0,TV-MA,,Sci-Fi,Description of Netflix show 363
s364,TV Show,,Unknown,Actor B,UK,,R,2 Seasons,Action,Description of Netflix show 364
s365,,Netflix_Title_365,Rajkumar Hirani,Actor A,United States,,PG,2 Seasons,Sci-Fi,Description of Netflix show 365
s366,TV Show,Netflix_Title_366,Christopher Nolan,,United States,2010.0,PG,100 min,Drama,Description of Netflix show 366
s367,,Netflix_Title_367,,Actor D,United States,2015.0,R,90 min,Comedy,Description of Netflix show 367
s368,TV Show,Netflix_Title_368,Unknown,Actor C,United States,2020.0,PG-13,120 min,Comedy,Description of Netflix show 368
s369,TV Show,Netflix_Title_369,Rajkumar Hirani,Actor C,UK,2000.0,TV-MA,2 Seasons,Thriller,
s370,Movie,Netflix_Title_370,Alex Pina,Actor A,UK,2005.0,TV-14,,Drama,Description of Netflix show 370
s371,Movie,Netflix_Title_371,,Actor B,India,2005.0,PG,3 Seasons,,Description of Netflix show 371
s372,Movie,Netflix_Title_372,Christopher Nolan,Actor A,UK,2010.0,TV-MA,90 min,Action,Description of Netflix show 372
s373,Movie,,Christopher Nolan,Actor D,Canada,,,90 min,Horror,
s374,TV Show,Netflix_Title_374,Unknown,Actor C,United States,2005.0,G,,Thriller,Description of Netflix show 374
s375,Movie,Netflix_Title_375,Rajkumar Hirani,Actor B,United States,1990.0,TV-MA,3 Seasons,Drama,Description of Netflix show 375
s376,Movie,Netflix_Title_376,Unknown,Actor B,India,2015.0,TV-MA,90 min,Drama,
s377,TV Show,Netflix_Title_377,Alex Pina,Actor B,Spain,2010.0,PG-13,2 Seasons,Drama,Description of Netflix show 377
s378,TV Show,Netflix_Title_378,Unknown,Actor B,India,2005.0,PG,4 Seasons,Sci-Fi,Description of Netflix show 378
s379,TV Show,Netflix_Title_379,Christopher Nolan,Actor B,UK,2010.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 379
s380,Movie,Netflix_Title_380,Christopher Nolan,Actor B,India,2023.0,,80 min,Action,
s381,Movie,Netflix_Title_381,Unknown,Actor D,Canada,2023.0,PG-13,2 Seasons,Drama,Description of Netflix show 381
s382,TV Show,Netflix_Title_382,Alex Pina,Actor A,,2000.0,TV-14,80 min,Romance,Description of Netflix show 382
s383,,Netflix_Title_383,Christopher Nolan,Actor B,Spain,2015.0,PG,90 min,Drama,
s384,Movie,Netflix_Title_384,Rajkumar Hirani,Actor D,Spain,inf,TV-14,80 min,Sci-Fi,Description of Netflix show 384
s385,Movie,Netflix_Title_385,Unknown,,United States,2020.0,TV-14,4 Seasons,Sci-Fi,Description of Netflix show 385
s386,Movie,Netflix_Title_386,Christopher Nolan,Actor D,India,2020.0,PG-13,4 Seasons,Sci-Fi,
s387,TV Show,Netflix_Title_387,,Actor B,,2005.0,TV-14,90 min,Action,Description of Netflix show 387
s388,Movie,Netflix_Title_388,,Actor B,India,1995.0,TV-MA,3 Seasons,Drama,Description of Netflix show 388
s389,Movie,Netflix_Title_389,,Actor A,Germany,2023.0,,120 min,Action,
,TV Show,Netflix_Title_390,Unknown,,Spain,2015.0,TV-MA,120 min,,Description of Netflix show 390
s391,Movie,Netflix_Title_391,Alex Pina,Actor B,United States,2005.0,,90 min,,Description of Netflix show 391
s392,TV Show,Netflix_Title_392,Unknown,Actor D,,2020.0,TV-14,90 min,Action,Description of Netflix show 392
s393,Movie,Netflix_Title_393,Rajkumar Hirani,Actor B,United States,2020.0,PG-13,80 min,Romance,Description of Netflix show 393
s394,Movie,Netflix_Title_394,Rajkumar Hirani,Actor A,UK,2015.0,R,90 min,Sci-Fi,Description of Netflix show 394
s395,TV Show,Netflix_Title_395,Unknown,Actor D,,2000.0,TV-MA,2 Seasons,,Description of Netflix show 395
s396,TV Show,Netflix_Title_396,Alex Pina,Actor D,UK,2023.0,PG-13,4 Seasons,Romance,Description of Netflix show 396
s397,Movie,Netflix_Title_397,,Actor A,India,2020.0,PG-13,90 min,Action,Description of Netflix show 397
s398,TV Show,Netflix_Title_398,Rajkumar Hirani,Actor B,United States,2005.0,TV-MA,90 min,Drama,Description of Netflix show 398
s399,TV Show,Netflix_Title_399,Unknown,,Germany,1990.0,,2 Seasons,Romance,
s400,TV Show,Netflix_Title_400,,Actor A,UK,,R,80 min,Action,Description of Netflix show 400
s401,,Netflix_Title_401,Christopher Nolan,Actor A,India,2020.0,TV-MA,120 min,Sci-Fi,Description of Netflix show 401
s402,TV Show,Netflix_Title_402,Alex Pina,Actor C,UK,2010.0,R,120 min,Sci-Fi,Description of Netflix show 402
s403,Movie,Netflix_Title_403,Unknown,,Germany,2010.0,R,80 min,Sci-Fi,Description of Netflix show 403
s404,TV Show,Netflix_Title_404,Unknown,Actor A,United States,2015.0,PG-13,3 Seasons,Drama,Description of Netflix show 404
s405,Movie,Netflix_Title_405,Christopher Nolan,Actor C,,2005.0,PG,80 min,Action,Description of Netflix show 405
s406,,Netflix_Title_406,,Actor D,Spain,1990.0,PG,100 min,Action,Description of Netflix show 406
s407,Movie,Netflix_Title_407,Rajkumar Hirani,Actor A,India,2005.0,TV-14,2 Seasons,Comedy,Description of Netflix show 407
s408,Movie,,,Actor A,Canada,2000.0,TV-MA,4 Seasons,Drama,Description of Netflix show 408
s409,Movie,Netflix_Title_409,Christopher Nolan,,Spain,inf,PG,90 min,,Description of Netflix show 409
s410,Movie,Netflix_Title_410,Christopher Nolan,Actor A,Spain,2020.0,PG-13,3 Seasons,Action,Description of Netflix show 410
s411,Movie,Netflix_Title_411,,Actor B,Germany,2010.0,PG,120 min,Comedy,
s412,TV Show,Netflix_Title_412,Unknown,Actor C,India,2020.0,G,4 Seasons,Horror,Description of Netflix show 412
s413,TV Show,Netflix_Title_413,Alex Pina,Actor B,Spain,2005.0,R,,Sci-Fi,Description of Netflix show 413
s414,TV Show,Netflix_Title_414,Christopher Nolan,Actor A,UK,2010.0,PG-13,120 min,Romance,Description of Netflix show 414
s415,TV Show,Netflix_Title_415,Unknown,Actor C,Germany,2000.0,TV-MA,90 min,Romance,Description of Netflix show 415
s416,Movie,Netflix_Title_416,Christopher Nolan,Actor B,UK,2000.0,PG-13,120 min,Drama,Description of Netflix show 416
s417,TV Show,Netflix_Title_417,Rajkumar Hirani,Actor A,Germany,2010.0,PG-13,80 min,Sci-Fi,Description of Netflix show 417
s418,Movie,Netflix_Title_418,Rajkumar Hirani,,Canada,1995.0,,2 Seasons,Action,Description of Netflix show 418
s419,TV Show,Netflix_Title_419,Unknown,Actor A,,2023.0,PG-13,2 Seasons,Thriller,Description of Netflix show 419
s420,TV Show,,Unknown,Actor D,United States,,PG,120 min,Romance,Description of Netflix show 420
s421,Movie,,Unknown,,India,2000.0,,120 min,Comedy,Description of Netflix show 421
s422,Movie,Netflix_Title_422,,Actor D,United States,2010.0,R,90 min,Action,Description of Netflix show 422
s423,Movie,Netflix_Title_423,Unknown,Actor A,India,2023.0,R,100 min,Horror,Description of Netflix show 423
s424,Movie,,Alex Pina,Actor B,UK,2005.0,TV-MA,90 min,Romance,Description of Netflix show 424
s425,Movie,Netflix_Title_425,Rajkumar Hirani,Actor A,United States,2015.0,R,120 min,Comedy,Description of Netflix show 425
s426,Movie,Netflix_Title_426,,,United States,2010.0,PG,100 min,Romance,Description of Netflix show 426
s427,Movie,Netflix_Title_427,Christopher Nolan,,Canada,2005.0,TV-MA,4 Seasons,Drama,
s428,TV Show,Netflix_Title_428,,Actor C,Spain,2020.0,PG-13,2 Seasons,Sci-Fi,
s429,Movie,Netflix_Title_429,Rajkumar Hirani,Actor A,India,2010.0,PG-13,120 min,Drama,Description of Netflix show 429
s430,TV Show,Netflix_Title_430,Alex Pina,Actor A,Germany,2010.0,PG-13,2 Seasons,Drama,Description of Netflix show 430
s431,Movie,Netflix_Title_431,Unknown,Actor C,,inf,PG-13,100 min,Horror,Description of Netflix show 431
s432,Movie,Netflix_Title_432,Rajkumar Hirani,Actor B,United States,inf,PG-13,90 min,Thriller,Description of Netflix show 432
s433,TV Show,Netflix_Title_433,Christopher Nolan,Actor B,UK,2000.0,TV-MA,3 Seasons,Action,Description of Netflix show 433
s434,TV Show,Netflix_Title_434,Alex Pina,Actor A,UK,2000.0,PG,,Action,Description of Netflix show 434
s435,TV Show,Netflix_Title_435,Unknown,Actor A,Canada,2015.0,TV-MA,90 min,Horror,Description of Netflix show 435
s436,Movie,Netflix_Title_436,Unknown,Actor C,United States,2010.0,,2 Seasons,Comedy,Description of Netflix show 436
s437,TV Show,Netflix_Title_437,Christopher Nolan,Actor C,UK,2020.0,TV-MA,2 Seasons,Action,Description of Netflix show 437
s438,Movie,Netflix_Title_438,,Actor C,United States,2020.0,R,3 Seasons,Drama,Description of Netflix show 438
s439,TV Show,Netflix_Title_439,Alex Pina,,United States,2020.0,G,100 min,Thriller,Description of Netflix show 439
s440,Movie,Netflix_Title_440,,Actor A,UK,2000.0,G,80 min,Comedy,Description of Netflix show 440
s441,TV Show,Netflix_Title_441,Alex Pina,Actor D,United States,inf,TV-14,2 Seasons,,
s442,Movie,,Christopher Nolan,Actor D,United States,2010.0,TV-14,120 min,,
s443,TV Show,Netflix_Title_443,Rajkumar Hirani,Actor C,United States,1995.0,TV-14,2 Seasons,Drama,Description of Netflix show 443
s444,Movie,Netflix_Title_444,,Actor C,Spain,1995.0,PG-13,80 min,Drama,Description of Netflix show 444
s445,,Netflix_Title_445,Unknown,,UK,2015.0,R,2 Seasons,Comedy,Description of Netflix show 445
s446,TV Show,Netflix_Title_446,,Actor D,,2010.0,G,100 min,Action,Description of Netflix show 446
s447,TV Show,Netflix_Title_447,Rajkumar Hirani,Actor A,India,,TV-14,4 Seasons,Romance,Description of Netflix show 447
s448,TV Show,Netflix_Title_448,Alex Pina,,Canada,,,90 min,Romance,Description of Netflix show 448
s449,Movie,Netflix_Title_449,Unknown,Actor A,Canada,2010.0,TV-14,120 min,Comedy,Description of Netflix show 449
s450,Movie,Netflix_Title_450,Alex Pina,Actor C,,2000.0,TV-MA,,Romance,Description of Netflix show 450
s451,Movie,Netflix_Title_451,Rajkumar Hirani,Actor C,India,2015.0,PG-13,80 min,Action,Description of Netflix show 451
s452,TV Show,Netflix_Title_452,Alex Pina,Actor D,United States,2005.0,TV-14,100 min,Action,Description of Netflix show 452
s453,TV Show,Netflix_Title_453,Rajkumar Hirani,Actor B,Canada,2015.0,G,100 min,Comedy,Description of Netflix show 453
s454,,Netflix_Title_454,Unknown,Actor A,Germany,2010.0,PG-13,80 min,Sci-Fi,Description of Netflix show 454
s455,TV Show,Netflix_Title_455,,Actor C,Spain,2023.0,TV-14,2 Seasons,Sci-Fi,Description of Netflix show 455
s456,TV Show,Netflix_Title_456,Christopher Nolan,Actor A,United States,1995.0,TV-14,120 min,,Description of Netflix show 456
s457,TV Show,Netflix_Title_457,Unknown,Actor B,United States,2000.0,PG-13,,Comedy,Description of Netflix show 457
s458,Movie,Netflix_Title_458,Rajkumar Hirani,,India,2015.0,TV-MA,90 min,Drama,Description of Netflix show 458
s459,Movie,,Unknown,Actor D,India,2015.0,PG,80 min,Drama,Description of Netflix show 459
s460,Movie,Netflix_Title_460,Rajkumar Hirani,Actor A,Spain,2010.0,TV-MA,120 min,Drama,Description of Netflix show 460
s461,Movie,Netflix_Title_461,Unknown,Actor D,,,R,3 Seasons,Sci-Fi,
s462,TV Show,Netflix_Title_462,Rajkumar Hirani,Actor D,Spain,2023.0,TV-14,90 min,Romance,Description of Netflix show 462
,Movie,,Rajkumar Hirani,,India,2010.0,R,90 min,,Description of Netflix show 463
s464,Movie,Netflix_Title_464,,Actor B,Canada,2010.0,R,80 min,Horror,Description of Netflix show 464
,TV Show,Netflix_Title_465,,Actor C,India,2005.0,,2 Seasons,Comedy,Description of Netflix show 465
s466,Movie,Netflix_Title_466,Unknown,Actor D,,1995.0,G,2 Seasons,,Description of Netflix show 466
s467,,Netflix_Title_467,Rajkumar Hirani,Actor D,Canada,,R,120 min,Sci-Fi,
s468,Movie,Netflix_Title_468,,Actor C,Germany,2000.0,PG-13,2 Seasons,Romance,Description of Netflix show 468
s469,TV Show,Netflix_Title_469,Unknown,Actor C,UK,1995.0,TV-14,80 min,Drama,Description of Netflix show 469
s470,Movie,Netflix_Title_470,Unknown,Actor B,United States,2010.0,PG-13,2 Seasons,Comedy,Description of Netflix show 470
s471,TV Show,Netflix_Title_471,Rajkumar Hirani,Actor A,Germany,2010.0,TV-MA,90 min,,Description of Netflix show 471
s472,Movie,Netflix_Title_472,Unknown,Actor D,India,1990.0,PG-13,90 min,Comedy,Description of Netflix show 472
s473,Movie,Netflix_Title_473,Rajkumar Hirani,Actor B,Spain,2015.0,PG,4 Seasons,Sci-Fi,Description of Netflix show 473
s474,TV Show,Netflix_Title_474,Unknown,Actor B,India,2015.0,PG,2 Seasons,Romance,Description of Netflix show 474
s475,TV Show,Netflix_Title_475,Unknown,Actor C,,2010.0,G,2 Seasons,Drama,Description of Netflix show 475
